file,rand_score,ami_score,consistency_score
Hotel_California.4.pkl,0.06354217247487277,0.20437179956780166,0.3427255006202375
1492_Conquest_of_Paradise.2.pkl,0.1530874237563441,0.3946333251597767,0.3418031532221032
Hotel_California.7.pkl,0.06438447190236593,0.2004445028392186,0.341222996104356
Hotel_California.1.pkl,0.06218742350291454,0.20013044335200442,0.3393932239405029
Walla_Walla.pkl,0.11974685904876198,0.1544368990125999,0.3389579632918887
Sussudio.1.pkl,0.09260380043544583,0.2927372048236367,0.33885895841967123
Sussudio.2.pkl,0.09260380043544583,0.2927372048236367,0.33885895841967123
Noi.pkl,0.06377342819864218,0.20829771895711366,0.3364485981308411
A_Boy_Named_Sue.pkl,0.07740789667311948,0.2623527307753473,0.3338486722444525
Watercolours_in_the_Rain.pkl,0.07206387237701278,0.23700928170995672,0.3333333333333333
We_Didnt_Start_the_Fire.2.pkl,0.10485993573866197,0.2767335302422369,0.3295238095238095
Sweet_Caroline.1.pkl,0.12111712632845471,0.2707267690351705,0.3270639960918417
No_Leaf_Clover.pkl,0.08210752279643665,0.24070456563559536,0.3263573543928924
5th_Symphony.1.pkl,0.07103604978810059,0.19395096845468998,0.3252649191299498
Sweet_Baby_James.pkl,0.05365889535467529,0.16901094071989167,0.3248069498069498
Sweet_Child_O_Mine.1.pkl,0.044401058112844984,0.12799556805980122,0.3245524005017676
Surfer_Girl.3.pkl,0.12858951303080657,0.2012112734163238,0.3140062375956904
"Hold_Me,_Thrill_Me,_Kiss_Me,_Kill_Me.3.pkl",0.032692389379025404,0.17295338719953562,0.3113326008475906
Watermark.1.pkl,0.1045831535179376,0.1733480896818127,0.3067423230974633
Watermark.2.pkl,0.1045831535179376,0.1733480896818127,0.3067423230974633
We_Didnt_Start_the_Fire.pkl,0.08317790959281203,0.2767715320415186,0.3037402964008469
Suppers_Ready.pkl,0.04904430947686536,0.12923641010781683,0.3036780347217457
Hit_Me_With_Your_Best_Shot.1.pkl,0.047933821138924984,0.20004737289426025,0.2846302873748789
Hit_Me_With_Your_Best_Shot.pkl,0.047933821138924984,0.20004737289426025,0.2846302873748789
Water_Music_Bouree.pkl,0.022106631764707896,0.12826163827378642,0.28243924805135256
No_Holly_For_Miss_Quinn.2.pkl,0.1513412376302119,0.2772413539944297,0.2508532423208191
No_Holly_For_Miss_Quinn.pkl,0.1513412376302119,0.2772413539944297,0.2508532423208191
Hitchin_a_Ride.pkl,0.08615687766881037,0.2950659043995456,0.2506803749622014
5th_Symphony.2.pkl,0.03649666693518088,0.12208930566216246,0.24919484702093397
AVERAGE,0.29973353524995716,0.36005617881321056,0.5913364704149445
